state,offence_category,subcategory,2025_population,2026_population,month,incident_count
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,1995-07-01,153
NSW,Blackmail and extortion,,8479314,8479314,1995-07-01,0
NSW,Coercive Control,,8479314,8479314,1995-07-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,1995-07-01,521
NSW,Other offences against the person,,8479314,8479314,1995-07-01,83
NSW,Theft,Break and enter dwelling,8479314,8479314,1995-07-01,4967
NSW,Theft,Break and enter non-dwelling,8479314,8479314,1995-07-01,3435
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,1995-07-01,522
NSW,Theft,Motor vehicle theft,8479314,8479314,1995-07-01,3814
NSW,Theft,Steal from motor vehicle,8479314,8479314,1995-07-01,4419
NSW,Theft,Steal from retail store,8479314,8479314,1995-07-01,1963
NSW,Theft,Steal from dwelling,8479314,8479314,1995-07-01,2094
NSW,Theft,Steal from person,8479314,8479314,1995-07-01,740
NSW,Theft,Stock theft,8479314,8479314,1995-07-01,86
NSW,Theft,Fraud,8479314,8479314,1995-07-01,1408
NSW,Theft,Other theft,8479314,8479314,1995-07-01,3674
NSW,Arson,,8479314,8479314,1995-07-01,280
NSW,Malicious damage to property,,8479314,8479314,1995-07-01,6226
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,1995-07-01,21
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,1995-07-01,108
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,1995-07-01,709
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,1995-07-01,70
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,1995-07-01,5
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,1995-07-01,22
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,1995-07-01,14
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,1995-07-01,81
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,1995-07-01,77
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,1995-07-01,19
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,1995-07-01,3
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,1995-07-01,5
NSW,Drug offences,Cultivating cannabis,8479314,8479314,1995-07-01,116
NSW,Drug offences,Manufacture drug,8479314,8479314,1995-07-01,0
NSW,Drug offences,Importing drugs,8479314,8479314,1995-07-01,0
NSW,Drug offences,Other drug offences,8479314,8479314,1995-07-01,184
NSW,Prohibited and regulated weapons offences,,8479314,8479314,1995-07-01,392
NSW,Disorderly conduct,Trespass,8479314,8479314,1995-07-01,221
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,1995-07-01,216
NSW,Disorderly conduct,Offensive language,8479314,8479314,1995-07-01,324
NSW,Disorderly conduct,Criminal intent,8479314,8479314,1995-07-01,146
NSW,Betting and gaming offences,,8479314,8479314,1995-07-01,5
NSW,Liquor offences,,8479314,8479314,1995-07-01,58
NSW,Pornography offences,,8479314,8479314,1995-07-01,1
NSW,Against justice procedures,Escape custody,8479314,8479314,1995-07-01,26
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,1995-07-01,300
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,1995-07-01,121
NSW,Against justice procedures,Fail to appear,8479314,8479314,1995-07-01,158
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,1995-07-01,281
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,1995-07-01,357
NSW,Transport regulatory offences,,8479314,8479314,1995-07-01,84
NSW,Other offences,,8479314,8479314,1995-07-01,617
NSW,Homicide,Murder *,8479314,8479314,1995-08-01,14
NSW,Homicide,Attempted murder,8479314,8479314,1995-08-01,1
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,1995-08-01,1
NSW,Homicide,Manslaughter *,8479314,8479314,1995-08-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,1995-08-01,741
NSW,Assault,Non-domestic violence related assault,8479314,8479314,1995-08-01,2322
NSW,Assault,Assault Police,8479314,8479314,1995-08-01,119
NSW,Sexual offences,Sexual assault,8479314,8479314,1995-08-01,229
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,1995-08-01,429
NSW,Abduction and kidnapping,,8479314,8479314,1995-08-01,23
NSW,Robbery,Robbery without a weapon,8479314,8479314,1995-08-01,335
NSW,Robbery,Robbery with a firearm,8479314,8479314,1995-08-01,67
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,1995-08-01,159
NSW,Blackmail and extortion,,8479314,8479314,1995-08-01,2
NSW,Coercive Control,,8479314,8479314,1995-08-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,1995-08-01,622
NSW,Other offences against the person,,8479314,8479314,1995-08-01,61
NSW,Theft,Break and enter dwelling,8479314,8479314,1995-08-01,5523
NSW,Theft,Break and enter non-dwelling,8479314,8479314,1995-08-01,3431
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,1995-08-01,584
NSW,Theft,Motor vehicle theft,8479314,8479314,1995-08-01,3938
NSW,Theft,Steal from motor vehicle,8479314,8479314,1995-08-01,4839
NSW,Theft,Steal from retail store,8479314,8479314,1995-08-01,1933
NSW,Theft,Steal from dwelling,8479314,8479314,1995-08-01,2196
NSW,Theft,Steal from person,8479314,8479314,1995-08-01,792
NSW,Theft,Stock theft,8479314,8479314,1995-08-01,73
NSW,Theft,Fraud,8479314,8479314,1995-08-01,1648
NSW,Theft,Other theft,8479314,8479314,1995-08-01,3953
NSW,Arson,,8479314,8479314,1995-08-01,304
NSW,Malicious damage to property,,8479314,8479314,1995-08-01,5790
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,1995-08-01,14
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,1995-08-01,107
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,1995-08-01,704
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,1995-08-01,70
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,1995-08-01,4
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,1995-08-01,22
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,1995-08-01,7
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,1995-08-01,64
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,1995-08-01,93
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,1995-08-01,23
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,1995-08-01,2
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,1995-08-01,5
NSW,Drug offences,Cultivating cannabis,8479314,8479314,1995-08-01,176
NSW,Drug offences,Manufacture drug,8479314,8479314,1995-08-01,1
NSW,Drug offences,Importing drugs,8479314,8479314,1995-08-01,3
NSW,Drug offences,Other drug offences,8479314,8479314,1995-08-01,240
NSW,Prohibited and regulated weapons offences,,8479314,8479314,1995-08-01,348
NSW,Disorderly conduct,Trespass,8479314,8479314,1995-08-01,240
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,1995-08-01,197
NSW,Disorderly conduct,Offensive language,8479314,8479314,1995-08-01,331
NSW,Disorderly conduct,Criminal intent,8479314,8479314,1995-08-01,136
NSW,Betting and gaming offences,,8479314,8479314,1995-08-01,2
NSW,Liquor offences,,8479314,8479314,1995-08-01,81
NSW,Pornography offences,,8479314,8479314,1995-08-01,6
NSW,Against justice procedures,Escape custody,8479314,8479314,1995-08-01,30
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,1995-08-01,340
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,1995-08-01,123
NSW,Against justice procedures,Fail to appear,8479314,8479314,1995-08-01,192
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,1995-08-01,217
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,1995-08-01,365
NSW,Transport regulatory offences,,8479314,8479314,1995-08-01,87
NSW,Other offences,,8479314,8479314,1995-08-01,695
NSW,Homicide,Murder *,8479314,8479314,1995-09-01,10
NSW,Homicide,Attempted murder,8479314,8479314,1995-09-01,6
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,1995-09-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,1995-09-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,1995-09-01,714
NSW,Assault,Non-domestic violence related assault,8479314,8479314,1995-09-01,2407
NSW,Assault,Assault Police,8479314,8479314,1995-09-01,135
NSW,Sexual offences,Sexual assault,8479314,8479314,1995-09-01,218
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,1995-09-01,359
NSW,Abduction and kidnapping,,8479314,8479314,1995-09-01,13
NSW,Robbery,Robbery without a weapon,8479314,8479314,1995-09-01,360
NSW,Robbery,Robbery with a firearm,8479314,8479314,1995-09-01,47
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,1995-09-01,152
NSW,Blackmail and extortion,,8479314,8479314,1995-09-01,3
NSW,Coercive Control,,8479314,8479314,1995-09-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,1995-09-01,618
NSW,Other offences against the person,,8479314,8479314,1995-09-01,75
NSW,Theft,Break and enter dwelling,8479314,8479314,1995-09-01,5569
NSW,Theft,Break and enter non-dwelling,8479314,8479314,1995-09-01,3437
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,1995-09-01,596
NSW,Theft,Motor vehicle theft,8479314,8479314,1995-09-01,4068
NSW,Theft,Steal from motor vehicle,8479314,8479314,1995-09-01,5078
NSW,Theft,Steal from retail store,8479314,8479314,1995-09-01,1988
NSW,Theft,Steal from dwelling,8479314,8479314,1995-09-01,2113
NSW,Theft,Steal from person,8479314,8479314,1995-09-01,782
NSW,Theft,Stock theft,8479314,8479314,1995-09-01,73
NSW,Theft,Fraud,8479314,8479314,1995-09-01,1536
NSW,Theft,Other theft,8479314,8479314,1995-09-01,3784
NSW,Arson,,8479314,8479314,1995-09-01,273
NSW,Malicious damage to property,,8479314,8479314,1995-09-01,6160
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,1995-09-01,7
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,1995-09-01,103
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,1995-09-01,668
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,1995-09-01,69
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,1995-09-01,3
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,1995-09-01,24
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,1995-09-01,1
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,1995-09-01,77
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,1995-09-01,75
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,1995-09-01,23
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,1995-09-01,1
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,1995-09-01,7
NSW,Drug offences,Cultivating cannabis,8479314,8479314,1995-09-01,181
NSW,Drug offences,Manufacture drug,8479314,8479314,1995-09-01,0
NSW,Drug offences,Importing drugs,8479314,8479314,1995-09-01,0
NSW,Drug offences,Other drug offences,8479314,8479314,1995-09-01,156
NSW,Prohibited and regulated weapons offences,,8479314,8479314,1995-09-01,304
NSW,Disorderly conduct,Trespass,8479314,8479314,1995-09-01,252
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,1995-09-01,228
NSW,Disorderly conduct,Offensive language,8479314,8479314,1995-09-01,345
NSW,Disorderly conduct,Criminal intent,8479314,8479314,1995-09-01,138
NSW,Betting and gaming offences,,8479314,8479314,1995-09-01,3
NSW,Liquor offences,,8479314,8479314,1995-09-01,109
NSW,Pornography offences,,8479314,8479314,1995-09-01,3
NSW,Against justice procedures,Escape custody,8479314,8479314,1995-09-01,28
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,1995-09-01,318
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,1995-09-01,141
NSW,Against justice procedures,Fail to appear,8479314,8479314,1995-09-01,160
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,1995-09-01,305
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,1995-09-01,394
NSW,Transport regulatory offences,,8479314,8479314,1995-09-01,53
NSW,Other offences,,8479314,8479314,1995-09-01,634
NSW,Homicide,Murder *,8479314,8479314,1995-10-01,9
NSW,Homicide,Attempted murder,8479314,8479314,1995-10-01,9
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,1995-10-01,1
NSW,Homicide,Manslaughter *,8479314,8479314,1995-10-01,0
NSW,Assault,Domestic violence related assault,8479314,8479314,1995-10-01,830
NSW,Assault,Non-domestic violence related assault,8479314,8479314,1995-10-01,2605
NSW,Assault,Assault Police,8479314,8479314,1995-10-01,148
NSW,Sexual offences,Sexual assault,8479314,8479314,1995-10-01,196
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,1995-10-01,391
NSW,Abduction and kidnapping,,8479314,8479314,1995-10-01,21
NSW,Robbery,Robbery without a weapon,8479314,8479314,1995-10-01,412
NSW,Robbery,Robbery with a firearm,8479314,8479314,1995-10-01,51
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,1995-10-01,215
NSW,Blackmail and extortion,,8479314,8479314,1995-10-01,1
NSW,Coercive Control,,8479314,8479314,1995-10-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,1995-10-01,583
NSW,Other offences against the person,,8479314,8479314,1995-10-01,89
NSW,Theft,Break and enter dwelling,8479314,8479314,1995-10-01,5721
NSW,Theft,Break and enter non-dwelling,8479314,8479314,1995-10-01,3607
NSW,Theft,Receiving or handling stolen goods,8479314,8479314,1995-10-01,614
NSW,Theft,Motor vehicle theft,8479314,8479314,1995-10-01,4320
NSW,Theft,Steal from motor vehicle,8479314,8479314,1995-10-01,5504
NSW,Theft,Steal from retail store,8479314,8479314,1995-10-01,1971
NSW,Theft,Steal from dwelling,8479314,8479314,1995-10-01,2348
NSW,Theft,Steal from person,8479314,8479314,1995-10-01,918
NSW,Theft,Stock theft,8479314,8479314,1995-10-01,69
NSW,Theft,Fraud,8479314,8479314,1995-10-01,1917
NSW,Theft,Other theft,8479314,8479314,1995-10-01,4243
NSW,Arson,,8479314,8479314,1995-10-01,329
NSW,Malicious damage to property,,8479314,8479314,1995-10-01,6867
NSW,Drug offences,Possession and/or use of cocaine,8479314,8479314,1995-10-01,10
NSW,Drug offences,Possession and/or use of narcotics,8479314,8479314,1995-10-01,119
NSW,Drug offences,Possession and/or use of cannabis,8479314,8479314,1995-10-01,649
NSW,Drug offences,Possession and/or use of amphetamines,8479314,8479314,1995-10-01,63
NSW,Drug offences,Possession and/or use of ecstasy,8479314,8479314,1995-10-01,9
NSW,Drug offences,Possession and/or use of other drugs,8479314,8479314,1995-10-01,22
NSW,Drug offences,"Dealing, trafficking in cocaine",8479314,8479314,1995-10-01,6
NSW,Drug offences,"Dealing, trafficking in narcotics",8479314,8479314,1995-10-01,62
NSW,Drug offences,"Dealing, trafficking in cannabis",8479314,8479314,1995-10-01,85
NSW,Drug offences,"Dealing, trafficking in amphetamines",8479314,8479314,1995-10-01,23
NSW,Drug offences,"Dealing, trafficking in ecstasy",8479314,8479314,1995-10-01,6
NSW,Drug offences,"Dealing, trafficking in other drugs",8479314,8479314,1995-10-01,8
NSW,Drug offences,Cultivating cannabis,8479314,8479314,1995-10-01,227
NSW,Drug offences,Manufacture drug,8479314,8479314,1995-10-01,2
NSW,Drug offences,Importing drugs,8479314,8479314,1995-10-01,2
NSW,Drug offences,Other drug offences,8479314,8479314,1995-10-01,170
NSW,Prohibited and regulated weapons offences,,8479314,8479314,1995-10-01,308
NSW,Disorderly conduct,Trespass,8479314,8479314,1995-10-01,252
NSW,Disorderly conduct,Offensive conduct,8479314,8479314,1995-10-01,216
NSW,Disorderly conduct,Offensive language,8479314,8479314,1995-10-01,357
NSW,Disorderly conduct,Criminal intent,8479314,8479314,1995-10-01,152
NSW,Betting and gaming offences,,8479314,8479314,1995-10-01,4
NSW,Liquor offences,,8479314,8479314,1995-10-01,99
NSW,Pornography offences,,8479314,8479314,1995-10-01,1
NSW,Against justice procedures,Escape custody,8479314,8479314,1995-10-01,39
NSW,Against justice procedures,Breach Apprehended Violence Order,8479314,8479314,1995-10-01,343
NSW,Against justice procedures,Breach bail conditions,8479314,8479314,1995-10-01,168
NSW,Against justice procedures,Fail to appear,8479314,8479314,1995-10-01,174
NSW,Against justice procedures,Resist or hinder officer,8479314,8479314,1995-10-01,254
NSW,Against justice procedures,Other offences against justice procedures,8479314,8479314,1995-10-01,385
NSW,Transport regulatory offences,,8479314,8479314,1995-10-01,52
NSW,Other offences,,8479314,8479314,1995-10-01,597
NSW,Homicide,Murder *,8479314,8479314,1995-11-01,10
NSW,Homicide,Attempted murder,8479314,8479314,1995-11-01,9
NSW,Homicide,"Murder accessory, conspiracy",8479314,8479314,1995-11-01,0
NSW,Homicide,Manslaughter *,8479314,8479314,1995-11-01,1
NSW,Assault,Domestic violence related assault,8479314,8479314,1995-11-01,851
NSW,Assault,Non-domestic violence related assault,8479314,8479314,1995-11-01,2560
NSW,Assault,Assault Police,8479314,8479314,1995-11-01,130
NSW,Sexual offences,Sexual assault,8479314,8479314,1995-11-01,235
NSW,Sexual offences,"Sexual touching, sexual act and other sexual offences",8479314,8479314,1995-11-01,397
NSW,Abduction and kidnapping,,8479314,8479314,1995-11-01,37
NSW,Robbery,Robbery without a weapon,8479314,8479314,1995-11-01,410
NSW,Robbery,Robbery with a firearm,8479314,8479314,1995-11-01,60
NSW,Robbery,Robbery with a weapon not a firearm,8479314,8479314,1995-11-01,208
NSW,Blackmail and extortion,,8479314,8479314,1995-11-01,2
NSW,Coercive Control,,8479314,8479314,1995-11-01,0
NSW,"Intimidation, stalking and harassment",,8479314,8479314,1995-11-01,642
NSW,Other offences against the person,,8479314,8479314,1995-11-01,66
