sal_code,sal_name,total_population,completed_year12,total_labour_force,total_unemployed,median_weekly_household_income,served_in_adf,total_volunteers
10540,Bradbury (NSW),9433,3398,3968,249,1557,167,665
10541,Braefield,64,19,35,0,1624,3,11
10542,Braemar,966,399,503,13,1930,17,87
10543,Braemar Bay,16,4,6,0,899,0,3
10544,Braidwood,1720,752,789,25,1412,70,360
10545,Brandy Hill,713,278,389,10,2384,35,85
10546,Branxton,2255,694,1164,24,2266,56,238
10547,Braunstone,284,91,129,11,1660,5,46
10548,Brawboy,18,6,16,0,1812,0,5
10549,Bray Park (NSW),822,240,338,20,1014,17,95
10550,Brays Creek,119,53,46,0,1149,0,17
10551,Brayton,208,65,96,0,1812,0,21
10552,Breadalbane (NSW),107,46,69,0,2437,0,26
10553,Breakfast Creek,44,23,21,0,1093,0,17
10554,Breakfast Point,4678,2979,2449,73,2303,94,548
10555,Bream Beach,9,4,4,0,2999,0,0
10556,Bredbo,392,127,212,3,2234,25,75
10557,Breelong,85,16,43,0,1300,0,16
10558,Breeza,124,35,58,0,1625,0,19
10559,Bretti,24,3,10,0,1125,3,6
10560,Brewarrina,931,198,321,23,1004,9,81
10561,Brewongle,151,52,84,4,2125,5,13
10562,Briarbrook,19,5,7,0,1375,0,0
10563,Bribbaree,144,32,65,3,885,10,32
10564,Bridgman,242,55,135,7,2650,6,32
10565,Brierfield,322,141,150,0,1604,7,74
10566,Brighton-Le-Sands,8336,4411,3946,212,1582,80,636
10567,Brightwaters,875,297,384,17,1419,21,104
10568,Bril Bril,0,0,0,0,0,0,0
10569,Brimbin,75,34,38,0,933,0,10
10570,Brindabella,24,20,6,0,1124,0,13
10571,Brinerville,0,0,0,0,0,0,0
10572,Bringelly,2433,763,1057,26,1833,20,135
10573,Bringenbrong,48,14,29,0,2083,0,17
10574,Brisbane Grove,147,47,80,3,2291,9,21
10575,Broadmeadow,1688,845,978,55,1653,50,160
10576,Broadwater (Bega Valley - NSW),148,46,66,0,1812,9,14
10577,Broadwater (Richmond Valley - NSW),670,183,310,11,1071,30,88
10578,Broadway,63,24,23,0,1468,3,11
10579,Brobenah,12,4,8,0,2749,0,6
10580,Brocklehurst,308,77,157,6,1890,3,29
10581,Brocklesby,218,62,102,3,1268,9,46
10582,Brockley,51,18,31,0,1875,0,14
10583,Brodies Plains,56,13,27,5,1291,0,6
10584,Brogans Creek,4,0,0,0,900,0,6
10585,Brogers Creek,49,32,26,0,2625,0,10
10586,Brogo,581,228,274,7,1214,15,118
10587,Broke (NSW),557,184,260,4,1718,20,73
10588,Broken Head,385,215,171,3,1687,3,80
10589,Broken Hill,17706,4187,7660,422,1176,464,1974
10590,Brombin,127,43,70,0,1656,4,21
10591,Bronte,7166,4533,3991,104,3365,84,1091
10592,Brookdale (NSW),50,13,26,0,2749,0,7
10593,Brookfield (NSW),224,67,105,3,2049,6,39
10594,Brooklana,42,9,20,0,1187,0,0
10595,Brooklet,253,125,130,0,2083,8,39
10596,Brooklyn (NSW),737,375,406,13,2062,20,139
10597,Brookong,21,6,18,0,2250,0,8
10598,Brookvale,3389,1983,2090,73,2127,43,290
10599,Brooman,26,14,15,0,1062,0,9
10600,Brooms Head,271,81,106,3,823,10,37
10601,Broughams Gate,34,9,22,0,2124,0,7
10602,Broughton (NSW),85,40,48,0,2550,0,20
10603,Broughton Vale,180,99,74,0,2143,6,48
10604,Broughton Village,95,46,63,0,1937,0,11
10605,Broulee,1947,872,818,28,1355,89,365
10606,Brownlow Hill,384,159,175,10,2349,0,49
10607,Browns Creek,120,45,76,0,2874,0,23
10608,Browns Mountain,20,12,7,0,1249,0,6
10609,Brownsville,524,158,238,20,1160,13,60
10610,Brucedale,184,82,115,0,2750,0,37
10611,Bruie Plains,28,4,20,0,1625,0,5
10612,Bruinbun,34,7,15,0,1374,0,13
10613,Brumby Plains,0,0,0,0,1125,0,0
10614,Brundee,49,12,28,0,1791,0,9
10615,Brungle,146,17,59,9,1437,0,20
10616,Brungle Creek,28,8,20,0,1375,0,8
10617,Brunkerville,216,81,111,5,2250,7,31
10618,Brunswick Heads,1905,905,911,50,1280,24,378
10619,Brushgrove,181,58,59,0,1135,9,38
10620,Brushy Creek,37,15,24,0,1125,0,12
10621,Buangla,0,0,0,0,0,0,0
10622,Bucca (NSW),614,186,290,18,1740,12,59
10623,Bucca Wauka,80,24,40,0,1125,0,12
10624,Buccarumbi,30,5,11,0,1041,3,4
10625,Buchanan (NSW),212,60,110,4,2028,0,29
10626,Buckajo,322,116,176,0,1462,9,66
10627,Buckaroo,138,64,80,0,2722,3,28
10628,Buckenbowra,16,8,6,0,2250,0,0
10629,Buckenderra,21,4,3,0,1166,0,0
10630,Buckendoon,48,10,22,0,1687,0,8
10631,Bucketty,165,80,79,0,1375,3,30
10632,Buckra Bendinni,123,34,52,3,1031,5,25
10633,Budawang,29,19,15,0,1292,0,18
10634,Buddabadah,40,20,30,0,1875,0,16
10635,Budden,16,0,7,0,1624,0,3
10636,Budderoo,0,0,0,0,2250,0,0
10637,Buddong,0,0,0,0,0,0,0
10638,Budgee Budgee (NSW),241,82,124,5,1781,11,40
10639,Budgewoi,3497,1036,1488,96,1289,79,261
10640,Budgewoi Peninsula,0,0,0,0,0,0,0
10641,Budgong,87,47,46,0,1562,8,20
10642,Buff Point,3559,993,1539,74,1323,91,281
10643,Bugaldie,162,48,58,0,1281,7,30
10644,Bukalong,8,9,8,0,2749,0,5
10645,Bukkulla,149,42,74,0,1542,4,22
10646,Bulahdelah,1538,356,577,44,963,53,201
10647,Bulee,0,0,0,0,0,0,0
10648,Bulga (NSW),418,91,197,12,2062,13,52
10649,Bulga Forest,5,0,0,0,450,0,0
10650,Bulgary,13,3,6,0,1749,0,0
10651,Bulla (NSW),0,0,0,0,0,0,0
10652,Bulla Creek,49,23,26,0,2625,0,7
10653,Bullaburra,1300,639,644,16,1765,37,211
10654,Bullagreen,44,25,27,0,1687,0,9
10655,Bullarah,103,41,59,0,1916,3,13
10656,Bullatale,41,18,25,0,1625,0,11
10657,Bullawa Creek,130,32,60,5,1593,0,26
10658,Bulldog,15,4,0,0,649,0,0
10659,Bulli,6798,3065,3428,144,2331,118,919
10660,Bulliac,44,17,22,0,749,3,7
10661,Bullio,79,35,36,0,1375,7,15
10662,Bulyeroi,28,12,10,0,1875,0,3
10663,Bumbaldry,107,47,61,0,1375,4,30
10664,Bumbalong,3,0,4,0,0,0,4
10665,Bundabah,140,43,58,6,924,6,22
10666,Bundagen,96,47,34,0,725,0,40
10667,Bundanoon (NSW),2869,1432,1194,26,1290,84,610
10668,Bundarra,674,130,234,24,955,11,81
10669,Bundeena,2103,1006,950,39,1832,59,343
10670,Bundella,53,19,35,0,1458,0,22
10671,Bundemar,38,16,20,0,2124,0,6
10672,Bundewallah,34,20,8,0,3083,0,10
10673,Bundook,114,21,39,3,900,6,6
10674,Bundure,17,6,12,0,2624,0,3
10675,Bungaba,88,27,33,0,1437,5,6
10676,Bungabbee,3,0,3,0,1125,0,4
10677,Bungalora,73,33,29,3,1437,4,7
10678,Bungarby,80,40,30,0,824,0,20
10679,Bungarribee,3177,1741,1626,78,2928,5,249
10680,Bungawalbin,138,31,41,0,1050,0,12
10681,Bungendore,4745,2338,2750,64,2922,356,747
10682,Bungonia,469,135,215,9,1264,12,71
10683,Bungowannah,175,70,102,0,1906,6,41
10684,Bungwahl,249,86,100,4,1199,8,31
10685,Bunnaloo,107,38,57,5,1541,0,32
10686,Bunnan,94,23,37,0,784,0,10
10687,Bunyah,130,50,61,0,1208,6,33
10688,Bunyan,192,86,105,0,2050,4,38
10689,Burcher,82,24,45,4,1312,3,21
10690,Bureen,70,11,39,0,2125,0,11
10691,Burnt Bridge,110,17,21,12,1218,0,9
10692,Burnt Yards,39,16,25,0,2874,0,5
10693,Buronga,1252,388,587,27,1381,29,132
10694,Burra (Queanbeyan-Palerang Regional - NSW),790,426,458,14,2892,51,131
10695,Burra (Snowy Valleys - NSW),47,15,25,0,2062,0,16
10696,Burra Creek,71,26,37,0,1374,4,17
10697,Burraboi,106,32,55,0,1312,0,19
10698,Burradoo,2879,1514,1092,26,2180,109,519
10699,Burraga,82,12,27,0,1374,0,9
10700,Burragate,96,53,43,0,1020,5,30
10701,Burrandana,23,14,18,0,2374,0,9
10702,Burraneer,3719,1992,2002,48,3490,68,477
10703,Burrangong,261,77,134,0,1656,3,37
10704,Burrapine,58,11,16,0,575,0,3
10705,Burrawang,431,220,194,0,1958,9,89
10706,Burrell Creek,233,97,115,0,1181,8,35
10707,Burren Junction,225,67,102,0,1124,6,39
10708,Burrier,70,19,31,0,1958,0,3
10709,Burrill Lake,1782,558,733,33,1183,38,220
10710,Burringbar,878,331,424,27,1482,15,123
10711,Burrinjuck,40,10,17,0,1166,0,6
10712,Burroway,171,60,87,0,2062,0,29
10713,Burrumbuttock,421,104,184,0,1638,8,76
10714,Burrundulla,140,46,72,0,2562,3,33
10715,Burrungubugge,43,18,28,0,900,0,4
10716,Burwood (NSW),18224,12452,9232,766,1671,116,1241
10717,Burwood Heights,1134,647,549,29,2087,3,108
10718,Busby,4446,1374,1224,133,1163,37,156
10719,Busbys Flat,57,14,16,0,575,3,9
10720,Bushells Ridge,8,3,3,0,1125,0,4
10721,Buttaba,1204,419,580,21,1875,37,126
10722,Buttai,52,17,33,0,3750,0,10
10723,Butterwick,190,73,99,0,2666,3,25
10724,Buxton (NSW),2071,602,1100,38,1942,41,141
10725,Byabarra,329,100,145,9,1297,8,53
10726,Byadbo Wilderness,0,0,0,0,0,0,0
10727,Byangum,153,56,55,3,1187,5,14
10728,Bylong,19,6,7,0,2125,0,0
10729,Byng,52,26,32,0,1968,0,19
10730,Byrock,26,0,7,0,687,0,0
10731,Byron Bay,6330,3630,3356,188,1561,85,988
10732,Byrrill Creek,125,47,53,11,780,0,24
10733,Bywong,1342,759,754,23,3172,87,246
10734,Cabarita (NSW),1933,1160,908,29,2695,41,250
10735,Cabarita Beach,101,37,44,4,1875,0,19
10736,Cabbage Tree Island (Ballina - NSW),89,10,11,4,850,0,4
10737,Cabbage Tree Island (Mid-Coast - NSW),12,8,0,0,3374,0,0
10738,Cabramatta,21142,8912,7271,795,1184,70,798
10739,Cabramatta West,7822,3145,2633,236,1509,21,277
10740,Cabramurra,16,4,9,0,1874,0,3
10741,Caddens,3487,1615,1714,72,2592,47,267
10742,Cadgee (NSW),27,8,17,0,1149,0,5
10743,Cadia,3,0,0,0,0,0,0
10744,Caerleon,184,59,82,5,1937,5,18
10745,Caffreys Flat,53,18,16,0,700,3,7
10746,Cairncross,0,0,0,0,0,0,0
10747,Calala,4577,1682,2296,60,1863,99,617
10748,Calamia,24,3,7,0,900,0,5
10749,Calderwood,3013,1177,1682,28,2431,54,180
10750,Caldwell,42,19,19,0,1562,3,4
10751,Calga,134,40,65,0,2124,4,20
10752,Califat,12,3,12,0,450,0,7
10753,Calimo,71,16,36,5,1542,0,9
10754,Callaghan,1358,968,599,110,0,7,187
10755,Callaghans Creek,17,0,5,0,1375,0,0
10756,Callala Bay,2234,788,949,47,1289,145,331
10757,Callala Beach,777,305,314,21,1146,47,134
10758,Calliope (NSW),87,16,42,0,1792,0,13
10759,Caloola,62,21,39,0,1458,0,9
10760,Cambalong,12,3,5,0,1124,0,3
10761,Camberwell (NSW),102,16,35,0,1281,4,10
10762,Cambewarra,234,129,131,5,2295,10,41
10763,Cambewarra Village,1211,557,627,18,2188,92,220
10764,Camboon (NSW),58,21,27,0,1958,0,12
10765,Cambra,16,8,15,0,1624,0,0
10766,Cambridge Gardens,2030,686,1001,41,1950,43,124
10767,Cambridge Park,7054,2200,3135,167,1535,147,413
10768,Cambridge Plateau,0,0,0,0,0,0,0
10769,Camden,3378,1204,1563,45,1650,64,325
10770,Camden Head,149,87,54,3,1218,6,51
10771,Camden Park (NSW),2233,931,1269,26,3219,40,255
10772,Camden South,4595,1689,2297,62,2032,91,508
10773,Camellia,0,0,0,0,1125,0,0
10774,Cameron Park,9977,3823,5549,189,2464,189,854
10775,Camerons Creek,29,6,12,0,1374,0,8
10776,Camira (NSW),35,5,14,0,962,0,5
10777,Cammeray,7088,4726,4133,122,2870,128,1013
10778,Camp Creek (NSW),42,9,25,4,949,0,4
10779,Campbelltown (NSW),16577,7139,7354,523,1432,259,1073
10780,Camperdown (NSW),9381,7302,6393,335,2331,123,1567
10781,Campsie,26132,14645,10864,875,1497,105,1311
10782,Campvale,0,0,0,0,0,0,0
10783,Cams Wharf,182,68,70,5,1385,7,12
10784,Canada Bay,1308,713,661,15,2473,13,135
10785,Canadian Lead,19,10,12,0,1874,0,0
10786,Canbelego,54,12,29,0,1125,0,7
10787,Candelo,780,294,347,10,1256,20,160
10788,Cangai,17,4,14,0,1292,4,0
10789,Caniaba,804,268,447,5,2231,20,112
10790,Canley Heights,12320,5110,4357,434,1486,39,483
10791,Canley Vale,10300,4514,3632,352,1330,37,437
10792,Canobolas,481,230,265,5,2273,14,78
10793,Canoelands,177,82,100,0,2166,3,15
10794,Canonba,29,11,9,0,1249,0,3
10795,Canowindra,2437,683,1050,41,1099,46,412
10796,Canterbury (NSW),9430,5565,4768,270,1882,48,775
10797,Canton Beach,1202,253,345,27,710,61,103
10798,Canyonleigh,455,176,237,5,2016,14,67
10799,Caparra,62,22,18,3,1125,3,16
10800,Capeen Creek,13,9,9,0,725,0,4
10801,Capertee,130,31,54,0,833,5,17
10802,Capoompeta,4,0,0,0,1375,0,0
10803,Captains Flat,611,223,316,15,1644,28,81
10804,Carabost,67,20,32,0,1281,0,14
10805,Caragabal,174,42,82,0,1286,0,36
10806,Carcalgong,45,15,25,8,850,0,3
10807,Carcoar,271,88,129,9,1187,9,49
10808,Cardiff (NSW),6318,2349,3175,194,1512,166,565
10809,Cardiff Heights,1384,569,683,17,1850,42,162
10810,Cardiff South,2931,1019,1600,61,1688,63,276
10811,Carey Bay,865,333,345,21,1266,30,100
10812,Cargo,562,157,277,6,2009,7,80
10813,Carinda,165,50,72,0,1343,0,19
10814,Caringbah,12575,6078,6821,265,1890,328,1059
10815,Caringbah South,13168,6377,6721,160,2721,266,1483
10816,Carlaminda,29,5,23,0,2750,0,4
10817,Carlingford,28044,16796,12964,672,2084,310,2815
10818,Carlton (NSW),10631,6093,5281,319,1860,67,755
10819,Carnes Hill,3332,1580,1512,69,2630,18,148
10820,Carnham,4,0,0,0,725,0,0
10821,Carool,204,73,87,7,1521,3,17
10822,Caroona,196,41,71,8,933,0,35
10823,Carrabolla,10,3,6,0,575,0,0
10824,Carrai,0,0,0,0,0,0,0
10825,Carramar (NSW),3475,1490,1164,128,1073,20,194
10826,Carrathool,200,67,116,0,1531,4,26
10827,Carrick (NSW),164,43,67,0,2100,4,29
10828,Carrington (Mid-Coast - NSW),32,3,10,0,1375,0,0
10829,Carrington (Newcastle - NSW),2061,1037,1173,66,1766,70,236
10830,Carrington Falls,32,18,13,0,1875,0,3
10831,Carroll,305,86,147,3,1524,9,50
10832,Carrowbrook,37,7,17,0,1125,0,5
10833,Carrs Creek,186,35,71,3,1375,5,27
10834,Carrs Island,10,0,5,0,1125,0,0
10835,Carrs Peninsula,17,6,8,0,1166,0,4
10836,Carss Park,1265,726,582,14,2297,18,139
10837,Cartwright,2616,778,615,106,826,27,99
10838,Cartwrights Hill,169,43,83,3,1833,3,25
10839,Carwell,28,11,18,0,1749,0,6
10840,Carwoola,1602,845,886,17,3205,94,277
10841,Cascade (NSW),8,0,0,0,575,0,0
10842,Casino,10930,2454,4110,218,1044,317,1086
10843,Cassilis (NSW),278,89,125,7,1375,4,54
10844,Castle Cove,2643,1658,1222,45,3439,28,412
10845,Castle Doyle,150,77,90,0,2299,0,33
10846,Castle Hill (NSW),40874,24094,20255,905,2551,526,4797
10847,Castle Rock,131,30,68,0,3041,0,23
10848,Castlecrag,2965,1966,1517,65,4675,30,613
10849,Castlereagh,1248,387,618,21,2370,22,123
10850,Casuarina (NSW),3256,1565,1716,77,2327,71,446
10851,Casula,16584,7699,6785,519,1730,138,982
10852,Catalina,2522,723,865,52,1130,98,279
10853,Cataract,4,0,4,0,2750,0,0
10854,Cathcart (NSW),106,25,51,0,1312,4,23
10855,Catherine Field,2609,1030,1353,58,2316,23,152
10856,Catherine Hill Bay,943,390,489,13,2628,18,86
10857,Cathundral,31,14,22,0,3250,0,5
10858,Cattai,1077,389,588,8,2878,17,117
10859,Cattle Creek (NSW),38,3,10,4,1374,0,0
10860,Cavan (NSW),37,19,27,0,3083,0,6
10861,Caves Beach,4016,1486,1811,80,1628,121,496
10862,Cawdor (NSW),430,172,224,5,2399,0,64
10863,Cawongla,204,85,75,5,816,9,36
10864,Cecil Hills,6906,3475,3248,164,2409,36,403
10865,Cecil Park,815,334,367,5,2446,10,45
10866,Cedar Brush Creek,125,55,64,4,2250,0,18
10867,Cedar Creek (Cessnock - NSW),32,10,13,0,1625,0,12
10868,Cedar Creek (Tweed - NSW),12,3,0,0,1149,0,0
10869,Cedar Party,379,113,144,0,1183,18,51
10870,Cedar Point,175,59,100,4,1410,8,29
10871,Cells River,0,0,0,0,1125,0,0
10872,Centennial Park (NSW),2225,1599,1410,50,2154,38,331
10873,Central Colo,30,15,18,0,3083,4,9
10874,Central Macdonald,49,18,25,0,1812,0,11
10875,Central Mangrove,253,93,144,8,2388,0,30
10876,Central Tilba,342,154,145,7,1156,11,75
10877,Cessnock,16300,3552,5901,404,1192,349,1028
10878,Chaelundi,0,0,0,0,0,0,0
10879,Chain Valley Bay,2773,632,842,45,866,120,212
10880,Chakola,88,27,35,0,2249,5,8
10881,Chambigne,48,15,23,0,833,5,0
10882,Charbon,91,16,29,4,746,0,4
10883,Charles Sturt University,433,422,244,48,2750,6,160
10884,Charlestown (NSW),13601,6057,7311,284,1839,365,1493
10885,Charleys Forest,70,31,30,0,850,8,11
10886,Charlotte Bay,175,65,81,0,1187,3,17
10887,Charlton (NSW),17,5,8,0,1125,4,3
10888,Charmhaven,2501,725,1140,71,1392,58,176
10889,Chatham Valley,69,26,32,0,1437,0,14
10890,Chatsbury,86,30,48,0,1781,4,9
10891,Chatswood,25553,17120,12888,714,2158,184,2590
10892,Chatswood West,1521,977,762,34,3121,36,225
10893,Chatsworth (NSW),157,51,78,0,1152,0,31
10894,Cheero Point,100,56,69,0,2428,4,22
10895,Cheltenham (NSW),2166,1428,1124,43,3573,48,450
10896,Cherry Tree Hill,51,30,31,0,1499,4,8
10897,Cherrybrook,19082,11930,9685,445,2924,206,2611
10898,Chester Hill,14007,5565,4341,369,1355,93,712
10899,Chichester (NSW),25,6,10,0,949,3,5
10900,Chifley (NSW),3490,1691,1634,58,2311,47,315
10901,Chilcotts Creek,16,10,9,0,2749,0,0
10902,Chilcotts Grass,237,110,135,3,2143,5,43
10903,Chillingham,228,84,89,12,1050,3,38
10904,Chinderah,1639,415,497,22,719,66,154
10905,Chinnock,22,14,12,0,1375,0,3
10906,Chippendale,7803,6285,4745,439,1606,52,924
10907,Chipping Norton,9412,4269,4186,190,2024,94,628
10908,Chisholm (NSW),4577,1879,2531,66,2755,181,349
10909,Chiswick,2909,1778,1656,59,2444,32,294
10910,Chittaway Bay,1987,637,996,39,1693,38,155
10911,Chittaway Point,947,326,459,9,1793,22,105
10912,Chowan Creek,57,12,12,0,866,0,8
10913,Chullora,14,0,0,0,0,0,0
10914,Church Point,1066,662,496,23,3182,21,150
10915,Clandulla,186,36,48,4,900,4,21
10916,Clare (NSW),27,3,16,0,1999,0,6
10917,Claremont Meadows,5177,2174,2807,123,2297,53,401
10918,Clarence,200,61,95,0,1791,7,20
10919,Clarence Town,2265,677,1119,37,1934,112,262
10920,Clarendon (NSW),147,36,69,4,1625,4,9
10921,Clarenza,602,193,322,4,2076,19,101
10922,Clareville,822,541,350,3,2802,19,132
10923,Claymore,2579,746,734,100,1020,14,102
10924,Clear Creek,115,47,69,4,1924,0,18
10925,Clear Range,34,17,25,0,2750,0,14
10926,Clearfield,0,0,0,0,899,0,0
10927,Clemton Park,1676,731,653,32,1869,15,121
10928,Clergate,206,76,119,10,1910,5,36
10929,Cleveland (NSW),22,3,8,0,900,0,0
10930,Clifden,27,13,9,0,1937,0,0
10931,Cliftleigh,2309,747,1243,46,2018,41,107
10932,Clifton (NSW),35,27,23,3,2583,0,7
10933,Clifton Grove,950,420,496,13,2703,21,165
10934,Clontarf (NSW),1746,1159,891,31,4609,30,314
10935,Clothiers Creek,293,102,180,13,1728,3,34
10936,Clouds Creek,0,0,0,0,0,0,0
10937,Clovelly,4887,3158,2817,86,3474,46,749
10938,Clunes (NSW),907,410,494,11,1855,17,145
10939,Clybucca,214,59,124,0,1687,8,29
10940,Clyde (NSW),9,4,5,0,725,0,0
10941,Clydesdale (NSW),114,26,57,0,2749,0,19
10942,Coal Point,1749,846,823,19,2148,68,249
10943,Coalcliff,212,118,105,0,3299,3,51
10944,Coaldale,73,16,32,0,2124,0,6
10945,Coasters Retreat,30,26,10,0,2250,0,16
10946,Cobaki,203,82,91,4,1906,5,25
10947,Cobaki Lakes,42,24,29,0,2250,0,8
10948,Cobar,3603,903,1668,56,1816,55,394
10949,Cobar Park,36,7,10,3,774,0,6
10950,Cobargo,766,267,331,20,967,26,181
10951,Cobark,47,19,21,0,1458,3,6
10952,Cobbadah,95,39,55,0,1125,4,31
10953,Cobbitty,4206,1653,2169,51,2313,74,333
10954,Cobbora,25,3,12,0,1499,0,3
10955,Cobramunga,41,14,17,0,974,5,18
10956,Cockwhy,25,10,8,0,2624,0,0
10957,Codrington (NSW),83,23,42,0,1687,0,12
10958,Coffee Camp,201,79,84,6,843,3,31
10959,Coffs Harbour,27089,9250,11912,727,1231,727,3080
10960,Coggan,3,0,0,0,900,0,0
10961,Cogra Bay,13,7,11,0,1374,0,6
10962,Coila,44,8,14,0,900,0,0
10963,Coldstream (NSW),61,9,21,0,866,0,0
10964,Coleambally,1152,352,639,12,1555,31,264
10965,Colebee,4914,2634,2616,93,3223,31,298
10966,Coledale,1372,681,701,28,2586,17,256
10967,Colinroobie,51,19,24,0,1542,0,18
10968,Colinton (NSW),115,56,70,4,2100,6,20
10969,Collarenebri,634,133,209,12,1042,3,61
10970,Collaroy (NSW),7944,4532,4327,142,2372,131,1051
10971,Collaroy Plateau,4805,2439,2611,61,3278,47,565
10972,Collector,376,165,212,9,2200,15,71
10973,Collendina,109,30,64,0,1625,3,12
10974,Collerina,10,0,7,0,250,0,4
10975,Collie (NSW),177,57,88,6,1343,0,38
10976,Collingullie,258,75,121,0,1800,6,29
10977,Collingwood (NSW),51,24,35,0,2125,0,13
10978,Collins Creek,167,66,70,0,1057,4,35
10979,Collombatti,681,165,273,21,1294,18,83
10980,Collum Collum,0,0,0,0,0,0,0
10981,Colly Blue,22,10,12,0,1375,0,0
10982,Colo (Bathurst Regional - NSW),3,0,5,0,725,0,0
10983,Colo (Hawkesbury - NSW),62,32,41,0,2249,0,9
10984,Colo Heights,336,105,160,3,1607,7,64
10985,Colo Vale,1775,642,932,27,1875,38,196
10986,Colongra,0,0,0,0,0,0,0
10987,Colyton,8770,2931,3716,233,1539,111,426
10988,Comara,27,13,10,0,1312,0,0
10989,Combaning,100,28,59,0,2036,0,28
10990,Combara,28,7,10,0,612,5,3
10991,Comberton,31,6,13,0,1562,0,0
10992,Comboyne,416,136,210,4,1191,13,102
10993,Come By Chance,88,25,29,0,2125,0,14
10994,Comerong Island,19,4,8,0,1875,0,3
10995,Commissioners Creek,38,13,19,0,1375,3,3
10996,Como (NSW),4053,2159,2157,77,3152,60,626
10997,Comobella,65,21,21,0,1292,0,13
10998,Conargo,117,33,60,0,1325,3,17
10999,Concord,14551,7858,7273,289,2410,147,1526
11000,Concord West,6178,3380,3007,127,2354,84,702
11001,Condell Park,13066,5521,4449,312,1636,65,664
11002,Condobolin,3185,898,1368,82,1292,40,497
11003,Condong,314,97,160,10,1696,8,28
11004,Coneac,7,0,10,0,1625,0,0
11005,Congarinni,365,114,164,7,1125,12,57
11006,Congarinni North,394,112,176,4,1239,10,49
11007,Congewai,206,88,105,0,1687,8,25
11008,Congo,253,112,124,0,1550,8,45
11009,Conimbia,30,7,16,0,1812,0,0
11010,Coniston,2267,1037,1102,70,1535,38,223
11011,Conjola,148,47,78,0,1624,0,19
11012,Conjola Park,298,98,133,7,1181,4,38
11013,Connells Point,2884,1666,1422,46,2644,29,288
11014,Constitution Hill,4030,1955,1775,89,1706,43,331
11015,Coogee (NSW),14634,10267,9524,319,2976,207,2049
11016,Cookamidgera,151,41,71,9,1300,0,17
11017,Cookardinia,81,24,46,0,1674,0,20
11018,Cooks Gap,549,139,256,15,1637,28,47
11019,Cooks Hill,3774,2343,2295,92,1881,105,584
11020,Cooks Myalls,49,15,31,0,1374,0,12
11021,Coolabah,32,10,20,0,1374,0,5
11022,Coolac,244,79,126,0,1625,0,51
11023,Coolagolite,309,113,137,0,1187,9,73
11024,Coolah,1262,327,512,22,1162,41,206
11025,Coolamon,2275,638,1089,38,1427,92,370
11026,Coolangatta (NSW),324,134,182,0,2058,7,64
11027,Coolangubra,0,0,0,0,0,0,0
11028,Coolatai,99,28,50,0,1031,0,14
11029,Cooleman,0,0,0,0,0,0,0
11030,Cooleys Creek,8,6,7,0,2250,0,0
11031,Coolgardie (NSW),132,52,56,0,2250,4,25
11032,Coolongolook,382,87,132,8,952,11,30
11033,Coolringdon,73,20,49,0,1375,0,17
11034,Coolumbooka,13,0,4,0,1875,0,3
11035,Coolumburra,3,3,0,0,725,0,0
11036,Cooma (NSW),6715,2437,3139,115,1374,211,981
11037,Coomba Bay,168,63,59,3,1583,7,24
11038,Coomba Park,691,181,182,18,786,31,100
11039,Coombadjha,7,3,0,0,0,0,0
11040,Coombell,12,0,3,0,1125,0,0
11041,Coomealla,748,180,305,15,1358,26,91
11042,Coomoo Coomoo,19,8,10,0,3750,0,3
11043,Coonabarabran,3477,981,1315,85,1154,100,645
11044,Coonamble,2666,621,984,75,1206,39,329
11045,Coongbar,0,0,4,0,3250,0,0
11046,Cooperabung,293,112,141,9,1825,4,48
11047,Coopernook,625,126,262,16,1142,15,85
11048,Coopers Gully,172,55,85,0,1625,11,22
11049,Coopers Shoot,409,226,187,0,1954,8,88
11050,Cooplacurripa,9,3,5,0,1062,0,0
11051,Coorabell,481,269,217,9,2107,3,80
11052,Cooranbong,7077,2642,3241,148,1639,143,1062
11053,Cootamundra,6885,1901,2635,123,1037,228,1186
11054,Cootralantra,107,32,55,0,1800,0,22
11055,Cooyal,137,46,68,0,2416,6,21
11056,Copacabana,2809,1399,1473,50,2143,48,409
11057,Cope,113,23,43,4,1125,4,13
